0.01000, -4.60341
2.00000, 0.69300
0.01000, -4.60341
3.00000, 1.09807
0.01000, -4.60341
5.00000, 1.60893
0.01000, -4.60341
10.00000, 2.30117
0.01000, -4.60341
0.20000, -1.60893
2.00000, 0.69300
0.20000, -1.60893
3.00000, 1.09807
0.20000, -1.60893
5.00000, 1.60893
0.20000, -1.60893
10.00000, 2.30117
0.20000, -1.60893
0.40000, -0.91616
2.00000, 0.69300
0.40000, -0.91616
3.00000, 1.09807
0.40000, -0.91616
5.00000, 1.60893
0.40000, -0.91616
10.00000, 2.30117
0.40000, -0.91616
1.40000, 0.33642
2.00000, 0.69300
1.40000, 0.33642
3.00000, 1.09807
1.40000, 0.33642
5.00000, 1.60893
1.40000, 0.33642
10.00000, 2.30117
1.40000, 0.33642
2.10000, 0.74171
2.00000, 0.69300
2.10000, 0.74171
3.00000, 1.09807
2.10000, 0.74171
5.00000, 1.60893
2.10000, 0.74171
10.00000, 2.30117
2.10000, 0.74171
15.20000, 2.71975
2.00000, 0.69300
15.20000, 2.71975
3.00000, 1.09807
15.20000, 2.71975
5.00000, 1.60893
15.20000, 2.71975
10.00000, 2.30117
15.20000, 2.71975
0.01000, -4.60341
2.00000, 0.69300
0.01000, -4.60341
3.00000, 1.09807
0.01000, -4.60341
5.00000, 1.60893
0.01000, -4.60341
10.00000, 2.30117
0.01000, -4.60341
0.20000, -1.60893
2.00000, 0.69300
0.20000, -1.60893
3.00000, 1.09807
0.20000, -1.60893
5.00000, 1.60893
0.20000, -1.60893
10.00000, 2.30117
0.20000, -1.60893
0.40000, -0.91616
2.00000, 0.69300
0.40000, -0.91616
3.00000, 1.09807
0.40000, -0.91616
5.00000, 1.60893
0.40000, -0.91616
10.00000, 2.30117
0.40000, -0.91616
1.40000, 0.33642
2.00000, 0.69300
1.40000, 0.33642
3.00000, 1.09807
1.40000, 0.33642
5.00000, 1.60893
1.40000, 0.33642
10.00000, 2.30117
1.40000, 0.33642
2.10000, 0.74171
2.00000, 0.69300
2.10000, 0.74171
3.00000, 1.09807
2.10000, 0.74171
5.00000, 1.60893
2.10000, 0.74171
10.00000, 2.30117
2.10000, 0.74171
15.20000, 2.71975
2.00000, 0.69300
15.20000, 2.71975
3.00000, 1.09807
15.20000, 2.71975
5.00000, 1.60893
15.20000, 2.71975
10.00000, 2.30117
15.20000, 2.71975
